TargetVariable,age,job,marital,month,education,default,housing,loan,day_of_week,campaign,previous,poutcome,year,euribor3m,emp.var.rate,prod_indices
0,35,employees,married,may,basic,0,1,0,tue,4,0,nonexistent,2008,1.07787,1.00307,0.605572
0,30,executives,single,aug,intermediate,0,1,0,mon,3,0,nonexistent,2008,1.13528,1.17812,-0.00703283
0,45,employees,married,may,basic,0,0,0,mon,1,0,nonexistent,2008,1.07787,1.00307,0.605572
0,34,executives,single,may,intermediate,0,1,0,wed,2,0,nonexistent,2009,-0.822802,-0.689088,0.949409
0,42,employees,divorced,jul,high,0,1,0,fri,3,0,nonexistent,2008,1.13209,1.17812,-0.327017
0,33,employees,married,nov,intermediate,0,0,0,tue,2,0,nonexistent,2008,0.703691,0.302869,0.124252
0,40,executives,married,may,intermediate,0,0,0,fri,1,1,failure,2009,-0.834495,-0.689088,0.949409
0,37,employees,single,apr,intermediate,0,0,0,fri,1,0,nonexistent,2009,-0.756895,-0.689088,0.736121
0,49,employees,divorced,may,intermediate,0,0,0,mon,3,1,failure,2009,-0.813235,-0.689088,0.949409
0,31,executives,single,may,high,0,1,0,fri,1,0,nonexistent,2009,-0.805794,-0.689088,0.949409
0,33,employees,single,may,intermediate,0,0,0,tue,6,0,nonexistent,2009,-0.817487,-0.689088,0.949409
0,44,executives,married,nov,basic,0,1,0,tue,2,0,nonexistent,2008,0.703691,0.302869,0.124252
0,56,employees,married,jul,intermediate,0,1,0,wed,1,0,nonexistent,2008,1.13368,1.17812,-0.327017
0,28,executives,married,jun,basic,0,1,1,fri,1,0,nonexistent,2008,1.13634,1.17812,-0.446428
0,51,employees,married,may,basic,0,1,0,thu,2,0,nonexistent,2008,1.07947,1.00307,0.605572
0,47,employees,married,nov,basic,0,0,0,thu,1,0,nonexistent,2008,0.662765,0.302869,0.124252
0,34,employees,married,may,intermediate,0,1,0,fri,2,0,nonexistent,2008,1.07787,1.00307,0.605572
0,38,employees,divorced,nov,basic,0,0,0,fri,1,0,nonexistent,2008,0.633532,0.302869,0.124252
0,24,employees,single,may,intermediate,0,0,0,thu,1,1,failure,2009,-0.830775,-0.689088,0.949409
0,39,executives,single,may,intermediate,0,0,1,thu,6,1,failure,2009,-0.830775,-0.689088,0.949409
0,40,executives,married,nov,high,0,0,0,fri,1,1,failure,2008,0.633532,0.302869,0.124252
0,52,employees,married,may,basic,0,1,0,tue,10,0,nonexistent,2008,1.07787,1.00307,0.605572
0,31,executives,single,may,intermediate,0,1,0,tue,3,0,nonexistent,2008,1.07787,1.00307,0.605572
0,24,employees,single,apr,intermediate,0,0,1,fri,2,1,failure,2009,-0.756895,-0.689088,0.736121
0,38,executives,married,apr,intermediate,0,1,1,thu,1,0,nonexistent,2009,-0.756364,-0.689088,0.736121
0,24,employees,single,may,basic,0,1,1,thu,1,1,failure,2009,-0.830775,-0.689088,0.949409
0,37,employees,married,may,intermediate,0,0,0,tue,2,0,nonexistent,2008,1.07787,1.00307,0.605572
0,36,executives,married,jul,intermediate,0,0,0,tue,3,0,nonexistent,2008,1.13315,1.17812,-0.327017
0,46,employees,married,aug,basic,0,1,0,wed,2,0,nonexistent,2008,1.13474,1.17812,-0.00703283
0,33,employees,single,jun,high,0,1,0,thu,3,0,nonexistent,2009,-0.833964,-1.33094,0.0741196
0,38,executives,married,may,basic,0,1,1,thu,2,0,nonexistent,2008,1.07681,1.00307,0.605572
0,32,employees,married,may,basic,0,1,1,fri,1,0,nonexistent,2009,-0.805794,-0.689088,0.949409
0,24,employees,single,jul,intermediate,0,1,0,mon,1,0,nonexistent,2008,1.13262,1.17812,-0.327017
0,30,employees,married,jul,basic,0,0,0,wed,1,0,nonexistent,2008,1.13368,1.17812,-0.327017
0,35,executives,single,jul,intermediate,0,0,1,thu,2,0,nonexistent,2008,1.13368,1.17812,-0.327017
0,57,executives,divorced,may,high,0,0,0,mon,2,0,nonexistent,2008,1.07787,1.00307,0.605572
0,45,employees,divorced,may,basic,0,0,0,wed,1,1,failure,2009,-0.822802,-0.689088,0.949409
0,51,non-employed,married,aug,high,0,0,0,wed,1,0,nonexistent,2008,1.13474,1.17812,-0.00703283
0,34,employees,married,aug,high,0,1,0,mon,2,0,nonexistent,2009,-1.0556,-1.33094,-3.18532
0,41,executives,married,may,high,0,0,0,fri,6,0,nonexistent,2008,1.07787,1.00307,0.605572
0,40,executives,married,aug,intermediate,0,0,0,mon,9,0,nonexistent,2008,1.13528,1.17812,-0.00703283
0,33,executives,married,may,intermediate,0,1,1,fri,2,0,nonexistent,2010,-1.14011,-0.689088,0.0331482
0,46,executives,divorced,may,intermediate,0,1,0,mon,3,0,nonexistent,2008,1.07787,1.00307,0.605572
0,37,employees,married,may,basic,0,1,0,thu,2,0,nonexistent,2008,1.07681,1.00307,0.605572
0,50,executives,married,apr,high,0,1,0,fri,1,0,nonexistent,2009,-0.756895,-0.689088,0.736121
0,23,employees,single,jul,intermediate,0,0,0,mon,1,0,nonexistent,2008,1.13262,1.17812,-0.327017
0,51,employees,divorced,may,basic,0,1,0,wed,1,0,nonexistent,2009,-0.822802,-0.689088,0.949409
0,41,executives,divorced,jul,intermediate,0,0,0,wed,1,0,nonexistent,2008,1.13421,1.17812,-0.327017
0,32,employees,single,aug,high,0,0,0,wed,1,0,nonexistent,2008,1.13634,1.17812,-0.00703283
0,39,employees,married,jul,intermediate,0,0,0,mon,1,0,nonexistent,2008,1.13262,1.17812,-0.327017
0,37,employees,single,jul,intermediate,0,0,0,tue,8,0,nonexistent,2008,1.13315,1.17812,-0.327017
0,54,executives,married,nov,intermediate,0,1,1,wed,1,0,nonexistent,2008,0.686151,0.302869,0.124252
0,25,non-employed,single,jul,intermediate,0,0,0,thu,3,0,nonexistent,2008,1.13687,1.17812,-0.327017
0,51,executives,divorced,nov,intermediate,0,0,0,fri,1,0,nonexistent,2008,0.633532,0.302869,0.124252
0,36,employees,divorced,apr,basic,0,1,0,wed,1,0,nonexistent,2009,-0.75158,-0.689088,0.736121
0,45,employees,married,aug,basic,0,0,1,wed,8,0,nonexistent,2008,1.13528,1.17812,-0.00703283
0,47,employees,married,nov,high,0,1,0,fri,2,0,nonexistent,2008,0.633532,0.302869,0.124252
0,27,employees,married,may,high,0,0,1,fri,1,0,nonexistent,2008,1.07681,1.00307,0.605572
0,34,employees,married,nov,high,0,1,0,fri,5,0,nonexistent,2008,0.633532,0.302869,0.124252
0,29,employees,single,aug,high,0,1,1,fri,4,0,nonexistent,2008,1.13474,1.17812,-0.00703283
0,34,employees,single,jun,intermediate,0,1,0,thu,2,0,nonexistent,2008,1.13156,1.17812,-0.446428
0,47,employees,married,jun,basic,0,1,1,mon,2,0,nonexistent,2008,1.08213,1.17812,-0.446428
0,44,employees,married,jul,basic,0,1,0,tue,4,0,nonexistent,2008,1.13315,1.17812,-0.327017
0,24,non-employed,single,jul,basic,0,0,0,fri,1,0,nonexistent,2008,1.13421,1.17812,-0.327017
0,30,employees,single,aug,high,0,0,0,wed,1,1,failure,2010,-1.02531,-0.630737,0.327002
0,36,employees,married,may,basic,0,0,0,tue,2,0,nonexistent,2009,-0.817487,-0.689088,0.949409
0,29,employees,single,may,high,0,0,0,wed,2,2,failure,2009,-0.794632,-0.689088,0.949409
0,27,employees,married,may,basic,0,0,0,tue,9,0,nonexistent,2008,1.07734,1.00307,0.605572
0,39,non-employed,divorced,may,basic,0,1,0,tue,1,0,nonexistent,2009,-0.789317,-0.689088,0.949409
0,45,employees,married,apr,basic,0,0,0,fri,3,1,failure,2009,-0.756895,-0.689088,0.736121
0,37,employees,married,jul,high,0,0,0,mon,4,0,nonexistent,2008,1.13368,1.17812,-0.327017
0,27,employees,married,jul,basic,0,0,0,wed,1,0,nonexistent,2008,1.13102,1.17812,-0.327017
0,33,executives,married,jul,basic,0,0,0,wed,5,0,nonexistent,2008,1.13102,1.17812,-0.327017
0,72,non-employed,married,jul,basic,0,1,0,fri,9,1,failure,2010,-1.06676,-0.630737,-0.00648219
0,37,executives,married,may,high,0,0,1,tue,1,0,nonexistent,2009,-0.789317,-0.689088,0.949409
0,30,employees,single,jun,intermediate,0,1,0,mon,1,0,nonexistent,2008,1.13315,1.17812,-0.446428
0,48,employees,married,nov,high,0,1,0,wed,2,1,failure,2008,0.686151,0.302869,0.124252
0,40,employees,married,jul,intermediate,0,0,0,mon,1,0,nonexistent,2008,1.13262,1.17812,-0.327017
0,27,employees,married,may,high,0,0,0,wed,5,0,nonexistent,2008,1.07787,1.00307,0.605572
0,35,executives,single,aug,high,0,1,1,thu,4,0,nonexistent,2008,1.13368,1.17812,-0.00703283
0,39,employees,married,jun,intermediate,0,0,0,fri,5,0,nonexistent,2008,1.13209,1.17812,-0.446428
0,27,executives,single,jul,intermediate,0,0,0,mon,4,0,nonexistent,2008,1.13262,1.17812,-0.327017
0,34,executives,married,jun,high,0,1,0,thu,1,0,nonexistent,2008,1.08266,1.17812,-0.446428
0,31,employees,married,jun,basic,0,1,0,mon,1,0,nonexistent,2008,1.13262,1.17812,-0.446428
0,33,employees,single,may,high,0,0,0,thu,1,0,nonexistent,2008,1.07947,1.00307,0.605572
0,31,employees,married,aug,high,0,1,1,wed,2,0,nonexistent,2008,1.13528,1.17812,-0.00703283
0,35,employees,single,may,high,0,1,0,mon,5,0,nonexistent,2009,-0.813235,-0.689088,0.949409
0,42,employees,married,jun,basic,0,0,1,fri,2,0,nonexistent,2008,1.13634,1.17812,-0.446428
0,38,employees,married,may,basic,0,0,0,fri,1,0,nonexistent,2008,1.07894,1.00307,0.605572
0,45,executives,married,jul,high,0,1,0,thu,1,0,nonexistent,2008,1.13687,1.17812,-0.327017
0,49,employees,married,may,intermediate,0,0,0,tue,2,0,nonexistent,2009,-0.789317,-0.689088,0.949409
0,31,executives,single,nov,high,0,0,0,wed,1,0,nonexistent,2008,0.686151,0.302869,0.124252
0,53,employees,married,jul,basic,0,1,0,tue,2,0,nonexistent,2008,1.12996,1.17812,-0.327017
0,50,executives,divorced,nov,high,0,1,0,fri,11,0,nonexistent,2008,0.633532,0.302869,0.124252
0,38,executives,married,may,intermediate,0,1,1,wed,1,0,nonexistent,2008,1.0784,1.00307,0.605572
0,32,employees,married,may,high,0,0,0,fri,2,1,failure,2009,-0.805794,-0.689088,0.949409
0,43,non-employed,married,jun,basic,0,0,0,tue,28,0,nonexistent,2008,1.08159,1.17812,-0.446428
0,46,executives,married,jul,high,0,0,0,mon,3,0,nonexistent,2008,1.13262,1.17812,-0.327017
0,47,employees,married,dec,basic,0,1,0,thu,1,1,failure,2009,-1.12523,-1.38929,-1.54043
0,35,employees,married,jul,intermediate,0,1,0,mon,2,0,nonexistent,2008,1.13368,1.17812,-0.327017
0,24,employees,married,jul,basic,0,0,0,wed,2,0,nonexistent,2008,1.13102,1.17812,-0.327017
0,58,employees,divorced,jul,basic,0,0,0,wed,5,0,nonexistent,2008,1.13102,1.17812,-0.327017
0,27,executives,single,jun,intermediate,0,0,0,tue,2,0,nonexistent,2008,1.13315,1.17812,-0.446428
0,38,employees,married,jun,basic,0,0,1,thu,1,0,nonexistent,2008,1.08266,1.17812,-0.446428
0,31,employees,divorced,jun,intermediate,0,1,1,tue,4,0,nonexistent,2008,1.13315,1.17812,-0.446428
0,31,employees,single,aug,high,0,1,0,mon,7,0,nonexistent,2008,1.13421,1.17812,-0.00703283
0,37,executives,divorced,apr,intermediate,0,1,0,fri,2,0,nonexistent,2009,-0.756895,-0.689088,0.736121
0,56,employees,divorced,nov,basic,0,0,0,thu,1,1,failure,2009,-1.12417,-1.62269,-2.34202
0,35,executives,married,jul,intermediate,0,0,1,mon,2,0,nonexistent,2008,1.13262,1.17812,-0.327017
0,53,employees,married,aug,high,0,1,0,mon,1,2,failure,2009,-1.0673,-1.33094,-3.18532
0,30,employees,single,nov,basic,0,0,0,thu,2,1,failure,2008,0.662765,0.302869,0.124252
0,31,executives,single,aug,high,0,1,0,tue,1,0,nonexistent,2008,1.13421,1.17812,-0.00703283
0,29,employees,single,jul,high,0,1,0,thu,12,0,nonexistent,2008,1.13368,1.17812,-0.327017
0,45,executives,married,aug,high,0,1,0,fri,4,0,nonexistent,2008,1.13581,1.17812,-0.00703283
0,49,executives,married,aug,high,0,1,0,thu,1,0,nonexistent,2008,1.13687,1.17812,-0.00703283
0,44,employees,married,apr,basic,0,1,0,thu,2,0,nonexistent,2009,-0.778155,-0.689088,0.736121
0,43,employees,married,jul,basic,0,0,1,thu,8,0,nonexistent,2008,1.13687,1.17812,-0.327017
0,53,employees,married,jul,intermediate,0,1,0,mon,4,0,nonexistent,2008,1.13368,1.17812,-0.327017
0,41,executives,single,aug,intermediate,0,1,0,tue,1,0,nonexistent,2008,1.13687,1.17812,-0.00703283
0,33,non-employed,married,jul,intermediate,0,0,1,wed,3,0,nonexistent,2008,1.13421,1.17812,-0.327017
0,35,executives,married,may,intermediate,0,0,0,tue,3,0,nonexistent,2008,1.07734,1.00307,0.605572
0,46,executives,married,nov,intermediate,0,1,1,tue,2,0,nonexistent,2008,0.703691,0.302869,0.124252
0,45,executives,married,apr,high,0,1,0,thu,2,0,nonexistent,2009,-0.754237,-0.689088,0.736121
0,30,employees,single,jul,basic,0,0,0,mon,2,0,nonexistent,2008,1.13262,1.17812,-0.327017
0,33,executives,married,may,intermediate,0,0,0,mon,2,0,nonexistent,2009,-0.842468,-0.689088,0.949409
0,32,executives,married,jul,high,0,0,1,fri,1,0,nonexistent,2010,-1.06676,-0.630737,-0.00648219
0,31,employees,single,jul,high,0,1,0,wed,1,0,nonexistent,2008,1.13102,1.17812,-0.327017
0,34,employees,married,jun,high,0,1,0,tue,3,0,nonexistent,2008,1.13315,1.17812,-0.446428
0,36,executives,married,apr,high,0,1,0,fri,2,0,nonexistent,2009,-0.756895,-0.689088,0.736121
0,55,non-employed,divorced,jun,high,0,1,0,mon,2,0,nonexistent,2009,-0.830775,-1.33094,0.0741196
0,33,employees,single,jun,basic,0,0,0,thu,1,0,nonexistent,2008,1.13315,1.17812,-0.446428
0,34,non-employed,single,aug,high,0,0,0,wed,1,0,nonexistent,2009,-1.04976,-1.33094,-3.18532
0,29,executives,divorced,may,basic,0,1,0,thu,1,0,nonexistent,2008,1.07947,1.00307,0.605572
0,25,employees,single,jul,intermediate,0,0,0,wed,4,0,nonexistent,2008,1.13421,1.17812,-0.327017
0,33,employees,married,may,basic,0,1,0,thu,1,0,nonexistent,2008,1.07947,1.00307,0.605572
0,32,employees,married,jul,basic,0,1,0,wed,2,0,nonexistent,2008,1.13421,1.17812,-0.327017
0,33,executives,married,may,high,0,0,0,thu,2,0,nonexistent,2008,1.07681,1.00307,0.605572
0,32,executives,divorced,may,intermediate,0,0,1,fri,1,0,nonexistent,2009,-0.805794,-0.689088,0.949409
0,32,executives,married,aug,intermediate,0,0,0,fri,1,0,nonexistent,2008,1.13474,1.17812,-0.00703283
0,24,employees,single,jul,basic,0,0,0,thu,3,0,nonexistent,2008,1.13156,1.17812,-0.327017
0,30,non-employed,single,apr,intermediate,0,1,0,thu,2,0,nonexistent,2009,-0.778155,-0.689088,0.736121
0,31,employees,married,may,intermediate,0,1,0,thu,1,0,nonexistent,2009,-0.830775,-0.689088,0.949409
0,51,employees,married,may,intermediate,0,1,0,mon,2,0,nonexistent,2008,1.07787,1.00307,0.605572
0,30,employees,divorced,jul,basic,0,1,0,tue,2,0,nonexistent,2008,1.13315,1.17812,-0.327017
0,62,executives,married,apr,basic,0,1,0,mon,2,1,success,2010,-1.16244,-0.689088,0.48773
0,38,executives,married,jul,intermediate,0,1,0,mon,2,0,nonexistent,2008,1.13262,1.17812,-0.327017
0,27,employees,married,jul,basic,0,1,0,thu,4,0,nonexistent,2008,1.13156,1.17812,-0.327017
0,45,employees,married,may,basic,0,0,0,tue,1,0,nonexistent,2008,1.07787,1.00307,0.605572
0,30,executives,single,aug,intermediate,0,1,0,tue,2,0,nonexistent,2008,1.13687,1.17812,-0.00703283
0,43,employees,divorced,may,basic,0,1,0,fri,4,0,nonexistent,2008,1.07681,1.00307,0.605572
0,35,employees,divorced,apr,intermediate,0,0,0,thu,1,0,nonexistent,2009,-0.778155,-0.689088,0.736121
0,34,executives,single,jul,basic,0,0,0,thu,1,1,failure,2010,-1.03381,-0.630737,-0.00648219
0,48,employees,married,apr,basic,0,0,1,thu,1,0,nonexistent,2009,-0.754237,-0.689088,0.736121
0,34,executives,married,may,high,0,0,0,tue,1,0,nonexistent,2008,1.07787,1.00307,0.605572
0,27,employees,single,jul,basic,0,0,0,thu,1,0,nonexistent,2008,1.13687,1.17812,-0.327017
0,42,employees,divorced,nov,basic,0,1,1,mon,3,1,failure,2008,0.723888,0.302869,0.124252
0,39,employees,married,aug,basic,0,0,0,wed,2,0,nonexistent,2008,1.13474,1.17812,-0.00703283
0,38,employees,married,jun,basic,0,0,0,wed,1,0,nonexistent,2008,1.13156,1.17812,-0.446428
0,36,executives,single,jul,intermediate,0,0,0,wed,29,0,nonexistent,2008,1.13421,1.17812,-0.327017
0,24,non-employed,single,jul,intermediate,0,1,0,mon,5,0,nonexistent,2008,1.13262,1.17812,-0.327017
0,26,employees,married,may,basic,0,1,1,thu,3,0,nonexistent,2009,-0.798353,-0.689088,0.949409
0,33,employees,married,may,intermediate,0,1,1,wed,2,1,failure,2009,-0.794632,-0.689088,0.949409
0,47,employees,divorced,jul,high,0,0,0,tue,3,0,nonexistent,2008,1.13315,1.17812,-0.327017
0,32,employees,married,may,high,0,1,0,tue,2,2,failure,2009,-0.830775,-0.689088,0.949409
0,48,executives,married,may,intermediate,0,1,0,mon,2,0,nonexistent,2008,1.07787,1.00307,0.605572
0,40,employees,married,jun,basic,0,0,0,thu,1,0,nonexistent,2008,1.13315,1.17812,-0.446428
0,42,executives,divorced,aug,high,0,1,0,mon,2,0,nonexistent,2008,1.13528,1.17812,-0.00703283
0,30,employees,single,jun,intermediate,0,1,0,fri,2,0,nonexistent,2008,1.13209,1.17812,-0.446428
0,34,employees,divorced,aug,high,0,1,0,mon,4,0,nonexistent,2008,1.13421,1.17812,-0.00703283
0,33,employees,single,may,basic,0,0,0,thu,2,0,nonexistent,2008,1.07947,1.00307,0.605572
0,29,non-employed,single,may,basic,0,0,0,wed,2,0,nonexistent,2009,-0.794632,-0.689088,0.949409
0,23,non-employed,married,may,intermediate,0,0,0,fri,1,0,nonexistent,2010,-1.13214,-0.689088,0.0331482
0,39,employees,married,jun,basic,0,1,0,tue,1,0,nonexistent,2008,1.13315,1.17812,-0.446428
0,45,employees,married,may,basic,0,1,1,thu,1,0,nonexistent,2008,1.07947,1.00307,0.605572
0,40,employees,married,jun,basic,0,1,0,mon,2,0,nonexistent,2008,1.08213,1.17812,-0.446428
0,36,employees,married,jul,intermediate,0,1,0,wed,2,0,nonexistent,2008,1.13421,1.17812,-0.327017
0,55,employees,married,may,basic,0,1,1,wed,1,0,nonexistent,2008,1.07734,1.00307,0.605572
0,45,executives,divorced,jun,high,0,0,0,tue,1,0,nonexistent,2009,-0.919537,-1.33094,0.0741196
0,41,employees,married,jun,basic,0,1,0,fri,3,0,nonexistent,2008,1.13209,1.17812,-0.446428
0,32,executives,married,mar,high,0,1,0,wed,1,0,nonexistent,2010,-1.16669,-0.689088,-0.127197
0,31,employees,married,aug,basic,0,0,1,tue,6,0,nonexistent,2008,1.13581,1.17812,-0.00703283
0,25,employees,single,jun,intermediate,0,0,0,wed,3,0,nonexistent,2008,1.13368,1.17812,-0.446428
0,59,non-employed,married,aug,high,0,1,0,tue,10,0,nonexistent,2008,1.13528,1.17812,-0.00703283
0,50,executives,single,aug,high,0,1,0,thu,1,0,nonexistent,2008,1.13474,1.17812,-0.00703283
0,47,employees,single,may,high,0,0,0,mon,4,1,failure,2009,-0.842468,-0.689088,0.949409
0,55,employees,married,may,intermediate,0,1,1,mon,2,0,nonexistent,2008,1.07787,1.00307,0.605572
0,48,employees,married,jul,intermediate,0,0,0,fri,2,0,nonexistent,2008,1.13102,1.17812,-0.327017
0,49,non-employed,married,may,intermediate,0,0,0,mon,3,1,failure,2009,-0.842468,-0.689088,0.949409
0,31,executives,single,may,high,0,1,0,wed,1,0,nonexistent,2008,1.07787,1.00307,0.605572
0,30,employees,married,apr,high,0,0,1,thu,1,0,nonexistent,2009,-0.715437,-0.689088,0.736121
0,31,non-employed,single,aug,high,0,1,0,tue,2,0,nonexistent,2008,1.13581,1.17812,-0.00703283
0,29,executives,married,jul,intermediate,0,0,0,wed,4,0,nonexistent,2008,1.13368,1.17812,-0.327017
0,32,employees,married,jun,intermediate,0,0,0,mon,4,0,nonexistent,2008,1.08213,1.17812,-0.446428
0,52,employees,married,may,intermediate,0,0,0,wed,2,0,nonexistent,2008,1.07787,1.00307,0.605572
0,42,employees,married,may,intermediate,0,1,0,fri,1,0,nonexistent,2009,-0.805794,-0.689088,0.949409
0,25,employees,single,jun,high,0,0,0,fri,4,1,failure,2009,-0.829712,-1.33094,0.0741196
0,37,employees,married,nov,high,0,1,0,fri,5,0,nonexistent,2008,0.633532,0.302869,0.124252
0,28,employees,single,oct,high,0,0,0,thu,2,0,nonexistent,2009,-1.11992,-1.62269,-3.917
0,36,employees,married,apr,intermediate,0,0,0,mon,1,0,nonexistent,2009,-0.756895,-0.689088,0.736121
0,33,employees,single,may,basic,0,1,0,fri,3,0,nonexistent,2009,-0.805794,-0.689088,0.949409
0,36,employees,married,may,intermediate,0,1,0,tue,2,0,nonexistent,2009,-0.789317,-0.689088,0.949409
0,43,employees,married,apr,basic,0,1,0,mon,2,0,nonexistent,2009,-0.756895,-0.689088,0.736121
0,31,executives,single,jul,intermediate,0,0,0,fri,2,0,nonexistent,2008,1.13209,1.17812,-0.327017
0,53,non-employed,married,jul,intermediate,0,0,0,fri,2,0,nonexistent,2008,1.13368,1.17812,-0.327017
0,32,employees,married,nov,high,0,0,0,tue,2,0,nonexistent,2008,0.703691,0.302869,0.124252
0,48,executives,married,aug,intermediate,0,0,0,thu,3,0,nonexistent,2008,1.13687,1.17812,-0.00703283
0,42,executives,married,nov,intermediate,0,0,0,thu,2,0,nonexistent,2008,0.662765,0.302869,0.124252
0,50,executives,married,aug,high,0,1,1,mon,3,0,nonexistent,2008,1.13528,1.17812,-0.00703283
0,60,non-employed,married,aug,basic,0,0,0,mon,2,2,failure,2010,-1.02743,-0.630737,0.327002
0,26,non-employed,married,may,basic,0,0,0,fri,1,0,nonexistent,2010,-1.13214,-0.689088,0.0331482
0,36,employees,married,may,intermediate,0,1,0,wed,1,0,nonexistent,2008,1.07787,1.00307,0.605572
0,45,employees,married,may,intermediate,0,1,0,thu,2,0,nonexistent,2009,-0.830775,-0.689088,0.949409
0,37,employees,divorced,jul,intermediate,0,0,0,tue,4,0,nonexistent,2008,1.13315,1.17812,-0.327017
0,54,non-employed,single,jul,basic,0,1,0,thu,4,0,nonexistent,2010,-1.05401,-0.630737,-0.00648219
0,47,employees,divorced,may,intermediate,0,0,0,wed,1,0,nonexistent,2008,1.07894,1.00307,0.605572
0,45,employees,divorced,may,basic,0,1,1,wed,1,0,nonexistent,2008,1.07894,1.00307,0.605572
0,47,employees,divorced,jul,basic,0,1,0,thu,2,0,nonexistent,2008,1.13156,1.17812,-0.327017
0,60,employees,married,aug,basic,0,0,0,fri,11,0,nonexistent,2008,1.13421,1.17812,-0.00703283
0,48,employees,married,aug,basic,0,0,0,tue,3,0,nonexistent,2008,1.13421,1.17812,-0.00703283
0,34,employees,married,nov,high,0,0,0,wed,1,3,success,2010,-0.946644,-0.280635,-3.98772
0,35,employees,married,may,high,0,1,0,mon,2,0,nonexistent,2008,1.07787,1.00307,0.605572
0,31,executives,married,aug,intermediate,0,0,0,tue,1,0,nonexistent,2008,1.13421,1.17812,-0.00703283
0,41,employees,single,jul,intermediate,0,1,0,tue,1,0,nonexistent,2008,1.12996,1.17812,-0.327017
0,41,employees,married,may,basic,0,0,0,fri,1,2,failure,2009,-0.805794,-0.689088,0.949409
0,32,executives,single,jul,high,0,0,0,thu,1,0,nonexistent,2008,1.13156,1.17812,-0.327017
0,53,employees,divorced,mar,high,0,1,0,thu,1,2,failure,2010,-1.15606,-0.689088,-0.127197
0,33,employees,divorced,may,basic,0,0,0,tue,2,0,nonexistent,2008,1.07734,1.00307,0.605572
0,21,employees,single,may,intermediate,0,0,1,thu,1,0,nonexistent,2009,-0.830775,-0.689088,0.949409
0,39,employees,married,jul,intermediate,0,1,1,mon,1,0,nonexistent,2008,1.13262,1.17812,-0.327017
0,34,executives,married,may,basic,0,1,0,thu,2,1,failure,2009,-0.830775,-0.689088,0.949409
0,33,employees,single,nov,high,0,1,1,tue,1,0,nonexistent,2008,0.703691,0.302869,0.124252
0,36,employees,married,may,basic,0,1,0,thu,1,0,nonexistent,2009,-0.798353,-0.689088,0.949409
0,54,executives,married,jun,intermediate,0,1,0,wed,6,0,nonexistent,2008,1.08159,1.17812,-0.446428
0,37,employees,single,jul,basic,0,1,1,wed,1,0,nonexistent,2008,1.13368,1.17812,-0.327017
0,28,employees,single,may,intermediate,0,1,0,wed,2,0,nonexistent,2008,1.0784,1.00307,0.605572
0,37,executives,married,nov,high,0,1,0,mon,1,1,failure,2009,-1.12417,-1.62269,-2.34202
0,38,employees,married,apr,basic,0,0,0,tue,1,0,nonexistent,2009,-0.731383,-0.689088,0.736121
0,36,executives,divorced,nov,intermediate,0,0,0,tue,2,0,nonexistent,2008,0.703691,0.302869,0.124252
0,27,executives,single,apr,basic,0,0,1,wed,2,0,nonexistent,2009,-0.735635,-0.689088,0.736121
0,48,employees,married,may,basic,0,1,0,thu,2,0,nonexistent,2008,1.07681,1.00307,0.605572
0,34,executives,single,apr,high,0,0,0,mon,1,0,nonexistent,2009,-0.756895,-0.689088,0.736121
0,50,executives,married,jun,intermediate,0,0,0,wed,2,0,nonexistent,2008,1.08159,1.17812,-0.446428
0,35,employees,married,may,basic,0,0,0,fri,3,1,failure,2009,-0.839279,-0.689088,0.949409
0,36,employees,married,may,basic,0,0,1,wed,2,0,nonexistent,2009,-0.822802,-0.689088,0.949409
0,36,executives,married,aug,high,0,1,0,tue,3,0,nonexistent,2008,1.13581,1.17812,-0.00703283
0,29,employees,married,nov,intermediate,0,1,0,mon,1,0,nonexistent,2008,0.723888,0.302869,0.124252
0,34,employees,married,may,high,0,0,1,mon,2,0,nonexistent,2008,1.07787,1.00307,0.605572
0,32,employees,married,may,high,0,1,0,tue,2,0,nonexistent,2009,-0.817487,-0.689088,0.949409
0,37,executives,married,jul,intermediate,0,1,0,tue,6,0,nonexistent,2008,1.12996,1.17812,-0.327017
0,33,executives,married,may,intermediate,0,1,0,wed,1,0,nonexistent,2008,1.0784,1.00307,0.605572
0,32,employees,single,may,intermediate,0,0,0,fri,4,0,nonexistent,2008,1.07894,1.00307,0.605572
0,31,employees,single,nov,high,0,1,0,tue,4,0,nonexistent,2008,0.703691,0.302869,0.124252
0,36,executives,married,jun,high,0,1,0,wed,1,0,nonexistent,2008,1.08159,1.17812,-0.446428
0,36,employees,married,may,intermediate,0,1,1,fri,3,0,nonexistent,2008,1.08159,1.00307,0.605572
0,57,employees,married,jun,intermediate,0,0,1,mon,3,0,nonexistent,2008,1.08213,1.17812,-0.446428
0,54,employees,married,aug,intermediate,0,1,0,fri,1,0,nonexistent,2008,1.13581,1.17812,-0.00703283
0,33,employees,single,jul,intermediate,0,1,0,thu,6,0,nonexistent,2008,1.13421,1.17812,-0.327017
0,27,executives,married,jun,high,0,1,1,wed,10,0,nonexistent,2008,1.13368,1.17812,-0.446428
0,30,employees,married,may,intermediate,0,1,0,mon,1,0,nonexistent,2009,-0.842468,-0.689088,0.949409
0,50,executives,married,may,intermediate,0,0,0,fri,2,0,nonexistent,2008,1.07894,1.00307,0.605572
